time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
9.371872,"(-0.133832, 0.025821, -0.042614)","(-0.11077, 0.992639, 0.048976)","(-0.615656, -0.749883, 0.242164)","(0.848723, -0.527278, 0.040576)","(-0.397747, 0.685122, 0.61025)","(0.33918, -0.52308, 0.781885)","(-0.065924, -0.812309, 0.57949)","(0.184757, -0.954499, 0.234086)","(0.115584, -0.861215, -0.494924)","(0.60962, -0.660866, -0.437743)"
9.419418,"(-0.123222, 0.011628, -0.043558)","(-0.08546, 0.995199, 0.047711)","(-0.605882, -0.759067, 0.23817)","(0.87216, -0.48769, 0.038678)","(-0.346342, 0.693714, 0.631513)","(0.346256, -0.554221, 0.756932)","(-0.127622, -0.790171, 0.599452)","(0.147677, -0.955419, 0.255668)","(0.167565, -0.84903, -0.501069)","(0.6267, -0.629838, -0.458859)"
9.465979,"(-0.111918, 0.005516, -0.043684)","(-0.058764, 0.997099, 0.04838)","(-0.587004, -0.77813, 0.223473)","(0.875552, -0.482575, 0.023036)","(-0.325728, 0.652306, 0.684396)","(0.323293, -0.559718, 0.763018)","(-0.176626, -0.777646, 0.603382)","(0.11946, -0.95601, 0.267906)","(0.184899, -0.844206, -0.503118)","(0.629726, -0.616464, -0.472671)"
9.512644,"(-0.099997, 0.007948, -0.042978)","(-0.031145, 0.998295, 0.049378)","(-0.557471, -0.807513, 0.19274)","(0.865049, -0.501471, -0.014724)","(-0.32519, 0.550731, 0.768731)","(0.266797, -0.541784, 0.797051)","(-0.201462, -0.77941, 0.59324)","(0.103597, -0.957604, 0.268818)","(0.184886, -0.849283, -0.494505)","(0.618351, -0.621916, -0.480481)"
9.560106,"(-0.087477, 0.01846, -0.041317)","(-0.002663, 0.99877, 0.049505)","(-0.519959, -0.842274, 0.142187)","(0.836941, -0.543158, -0.067148)","(-0.328798, 0.378248, 0.865344)","(0.186837, -0.482146, 0.855936)","(-0.202, -0.796764, 0.56953)","(0.096497, -0.959927, 0.263113)","(0.169489, -0.86307, -0.475798)","(0.591869, -0.644585, -0.483943)"
9.605703,"(-0.074497, 0.034457, -0.038751)","(0.026287, 0.998464, 0.048773)","(-0.480675, -0.873885, 0.072646)","(0.78863, -0.603464, -0.117871)","(-0.319227, 0.14255, 0.936896)","(0.107801, -0.361752, 0.926021)","(-0.179587, -0.827845, 0.531433)","(0.090893, -0.961927, 0.257751)","(0.140787, -0.881726, -0.450265)","(0.545843, -0.681247, -0.487809)"
9.651327,"(-0.062093, 0.04901, -0.0356)","(0.053305, 0.997457, 0.047315)","(-0.450522, -0.892763, -0.00196)","(0.730737, -0.667137, -0.144747)","(-0.291623, -0.099558, 0.951338)","(0.05828, -0.199762, 0.97811)","(-0.146492, -0.860767, 0.487463)","(0.080328, -0.962664, 0.258505)","(0.100952, -0.897211, -0.429908)","(0.479784, -0.721058, -0.499883)"
9.697592,"(-0.050147, 0.057769, -0.031701)","(0.078874, 0.995864, 0.045103)","(-0.434349, -0.897792, -0.07287)","(0.676042, -0.723656, -0.138885)","(-0.2538, -0.311087, 0.915866)","(0.039907, -0.025905, 0.998868)","(-0.123307, -0.883551, 0.451811)","(0.067184, -0.961135, 0.267778)","(0.033934, -0.901292, -0.431882)","(0.391424, -0.756467, -0.52397)"
9.743605,"(-0.038749, 0.058585, -0.02722)","(0.102497, 0.993845, 0.042022)","(-0.430589, -0.893105, -0.130218)","(0.635929, -0.765174, -0.100514)","(-0.217186, -0.465273, 0.858109)","(0.04271, 0.125796, 0.991136)","(-0.111869, -0.902576, 0.415742)","(0.055831, -0.956561, 0.286137)","(-0.059256, -0.891293, -0.44954)","(0.288714, -0.779941, -0.55528)"
9.788311,"(-0.028375, 0.051801, -0.022278)","(0.123374, 0.991617, 0.038397)","(-0.438871, -0.88233, -0.169957)","(0.617215, -0.786159, -0.031615)","(-0.183848, -0.561107, 0.807068)","(0.056296, 0.240488, 0.969018)","(-0.111488, -0.926128, 0.360358)","(0.053641, -0.947665, 0.314728)","(-0.161673, -0.870777, -0.464338)","(0.192773, -0.784725, -0.589106)"
9.833487,"(-0.019432, 0.03998, -0.017105)","(0.140822, 0.989429, 0.034626)","(-0.456781, -0.867845, -0.195437)","(0.61407, -0.783318, 0.096598)","(-0.149086, -0.622813, 0.768034)","(0.087293, 0.3502, 0.932599)","(-0.12513, -0.951895, 0.279712)","(0.062045, -0.933773, 0.352446)","(-0.248063, -0.851084, -0.462732)","(0.125284, -0.770227, -0.625343)"
9.878361,"(-0.011648, 0.025071, -0.011588)","(0.155342, 0.987376, 0.030944)","(-0.484745, -0.849737, -0.207292)","(0.617923, -0.73859, 0.269547)","(-0.114704, -0.657221, 0.744919)","(0.130605, 0.449867, 0.883494)","(-0.149066, -0.970223, 0.190909)","(0.078076, -0.915001, 0.395824)","(-0.307168, -0.840263, -0.446774)","(0.087459, -0.741278, -0.665475)"
9.923897,"(-0.005346, 0.009904, -0.006033)","(0.166525, 0.985647, 0.027722)","(-0.518403, -0.829829, -0.206498)","(0.625639, -0.660486, 0.415131)","(-0.089077, -0.661425, 0.744703)","(0.164564, 0.507021, 0.846078)","(-0.158379, -0.975204, 0.154576)","(0.089279, -0.899672, 0.42734)","(-0.343198, -0.822037, -0.454389)","(0.065796, -0.710727, -0.700385)"
9.968897,"(-0.000512, 0.000731, -0.000604)","(0.174416, 0.984349, 0.025226)","(-0.553082, -0.808726, -0.200157)","(0.636025, -0.598137, 0.48755)","(-0.07707, -0.641627, 0.763135)","(0.172612, 0.516229, 0.838876)","(-0.154699, -0.976087, 0.152718)","(0.088256, -0.894492, 0.438286)","(-0.364952, -0.801885, -0.473065)","(0.058274, -0.689988, -0.721471)"
10.01481,"(0.002873, 0.00667, 0.004237)","(0.179418, 0.98349, 0.023598)","(-0.581527, -0.790172, -0.193531)","(0.645172, -0.571533, 0.507054)","(-0.076792, -0.602782, 0.794202)","(0.163112, 0.487791, 0.857587)","(-0.161904, -0.978682, 0.126367)","(0.072971, -0.905268, 0.418528)","(-0.367461, -0.81169, -0.454017)","(0.064932, -0.695417, -0.715667)"
