time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
9.636368,"(-0.680042, 0.087361, -0.020199)","(-0.160365, 0.977007, 0.140504)","(0.048524, 0.294529, 0.95441)","(0.747138, -0.227228, 0.624622)","(0.817108, 0.52111, 0.246534)","(0.380336, 0.40333, 0.832267)","(-0.016983, -0.896886, 0.441937)","(-0.150592, -0.881832, 0.446872)","(0.147962, -0.766426, -0.625059)","(0.255405, -0.794024, -0.551629)"
9.680923,"(-0.672381, 0.059287, -0.013639)","(-0.191014, 0.972164, 0.135686)","(0.150827, 0.179226, 0.972178)","(0.931545, -0.221481, 0.288393)","(0.93332, 0.250082, 0.257631)","(0.623273, 0.223868, 0.749276)","(-0.070932, -0.869458, 0.488887)","(-0.198226, -0.8506, 0.487018)","(0.182192, -0.712878, -0.677208)","(0.282665, -0.743624, -0.605908)"
9.7257,"(-0.639475, 0.038835, -0.008986)","(-0.200883, 0.968012, 0.15033)","(0.135844, 0.065562, 0.988559)","(0.987809, -0.140716, 0.066581)","(0.936543, 0.041726, 0.34806)","(0.723803, 0.18682, 0.664234)","(-0.137966, -0.845242, 0.516267)","(-0.223308, -0.811442, 0.540088)","(0.167446, -0.679811, -0.714017)","(0.218983, -0.719835, -0.658699)"
9.770187,"(-0.576892, 0.024154, -0.005794)","(-0.183519, 0.963494, 0.194937)","(-0.002987, -0.021681, 0.99976)","(0.997628, -0.062981, -0.027795)","(0.834885, -0.103547, 0.540598)","(0.689799, 0.221018, 0.689441)","(-0.206274, -0.821169, 0.532102)","(-0.173407, -0.769405, 0.614773)","(0.092036, -0.660253, -0.745383)","(0.059295, -0.698464, -0.713185)"
9.816116,"(-0.48033, 0.014141, -0.003354)","(-0.10594, 0.954557, 0.278562)","(-0.329189, -0.096138, 0.939357)","(0.99899, 0.005827, -0.044546)","(0.488874, -0.225867, 0.842607)","(0.501901, 0.28237, 0.817535)","(-0.235803, -0.809606, 0.537527)","(0.085545, -0.710371, 0.698609)","(-0.060879, -0.633382, -0.771441)","(-0.132976, -0.657156, -0.741933)"
9.861488,"(-0.352819, 0.007168, -0.001692)","(0.06096, 0.936401, 0.345596)","(-0.753786, -0.129724, 0.644188)","(0.998004, 0.06304, -0.003808)","(-0.198532, -0.299966, 0.933062)","(0.142529, 0.324851, 0.934964)","(-0.244264, -0.844004, 0.477486)","(0.439925, -0.583883, 0.68231)","(-0.304069, -0.593194, -0.745428)","(-0.237368, -0.713986, -0.658696)"
9.905907,"(-0.2147, 0.002909, -0.000585)","(0.238444, 0.915687, 0.323516)","(-0.976099, -0.107068, 0.189121)","(0.992638, 0.103268, 0.063287)","(-0.774215, -0.272058, 0.571469)","(-0.25423, 0.315824, 0.914124)","(-0.320798, -0.888188, 0.328954)","(0.635379, -0.492394, 0.594846)","(-0.534992, -0.558036, -0.634335)","(-0.163478, -0.824452, -0.541806)"
9.952393,"(-0.089147, 0.000725, -0.000114)","(0.335294, 0.903647, 0.266459)","(-0.988742, -0.074496, -0.129771)","(0.984765, 0.125865, 0.11998)","(-0.959629, -0.213212, 0.183449)","(-0.510812, 0.281138, 0.812424)","(-0.464393, -0.871401, 0.15811)","(0.674048, -0.536156, 0.50813)","(-0.654189, -0.577117, -0.488849)","(-0.104202, -0.882453, -0.458715)"
9.998093,"(0.004847, 0.00003, -0.000024)","(0.359913, 0.900613, 0.243639)","(-0.97318, -0.065633, -0.220483)","(0.981125, 0.128216, 0.144754)","(-0.980188, -0.191322, 0.051256)","(-0.587282, 0.268844, 0.763428)","(-0.542508, -0.835268, 0.089513)","(0.634071, -0.59547, 0.493325)","(-0.668201, -0.610363, -0.4254)","(-0.167289, -0.881421, -0.441714)"
10.04304,"(0.061975, 0.000891, -0.000219)","(0.342503, 0.906588, 0.246558)","(-0.970314, -0.1408, -0.196636)","(0.980494, 0.063291, 0.186079)","(-0.960027, -0.259982, 0.103718)","(-0.549279, 0.355092, 0.756441)","(-0.4793, -0.850991, 0.214676)","(0.571396, -0.636115, 0.518522)","(-0.590665, -0.590532, -0.549898)","(-0.253794, -0.847087, -0.466939)"
