time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
6.87217,"(-0.07586, -0.090935, -0.010827)","(0.181438, 0.958373, 0.220456)","(-0.640778, -0.753448, -0.147378)","(0.116966, -0.767174, 0.630684)","(-0.060609, -0.173845, 0.982906)","(-0.954147, 0.18305, 0.236847)","(0.011303, -0.91314, 0.40749)","(0.050772, -0.882821, 0.466958)","(-0.060954, -0.89257, -0.446771)","(0.261651, -0.796586, -0.544968)"
6.904189,"(-0.058949, -0.110361, -0.011777)","(0.18935, 0.953847, 0.233074)","(-0.635347, -0.770032, -0.058177)","(0.29876, -0.787962, 0.538386)","(0.066514, -0.031481, 0.997289)","(-0.91957, 0.169743, 0.354371)","(0.03101, -0.888381, 0.458058)","(0.010766, -0.874337, 0.4852)","(-0.11653, -0.864381, -0.489149)","(0.294184, -0.775838, -0.558149)"
6.938279,"(-0.04169, -0.127688, -0.012197)","(0.19501, 0.950367, 0.242432)","(-0.610093, -0.790111, 0.059255)","(0.434487, -0.808672, 0.396574)","(0.178211, 0.134924, 0.974698)","(-0.853842, 0.163135, 0.494308)","(0.044798, -0.867352, 0.495675)","(-0.026485, -0.866127, 0.499121)","(-0.171672, -0.837329, -0.519046)","(0.317794, -0.760103, -0.56679)"
6.971575,"(-0.023678, -0.140228, -0.012457)","(0.19866, 0.947812, 0.249374)","(-0.555402, -0.812807, 0.175707)","(0.501975, -0.842161, 0.196941)","(0.266242, 0.310135, 0.912651)","(-0.741234, 0.156042, 0.652857)","(0.04774, -0.853044, 0.519651)","(-0.060214, -0.860273, 0.506266)","(-0.220871, -0.814879, -0.5359)","(0.329292, -0.753812, -0.568625)"
7.004056,"(-0.005736, -0.146132, -0.012602)","(0.200262, 0.946213, 0.254117)","(-0.471736, -0.83123, 0.294146)","(0.50763, -0.861495, -0.011729)","(0.322481, 0.464274, 0.824898)","(-0.587368, 0.124922, 0.799621)","(0.037301, -0.847439, 0.529582)","(-0.091573, -0.856081, 0.508664)","(-0.259603, -0.799031, -0.542361)","(0.322132, -0.756249, -0.569489)"
7.038525,"(0.013467, -0.14497, -0.012574)","(0.199842, 0.94546, 0.257234)","(-0.358771, -0.83357, 0.420054)","(0.467138, -0.85309, -0.232422)","(0.360733, 0.581163, 0.729466)","(-0.393448, 0.038955, 0.918521)","(0.014154, -0.848585, 0.528869)","(-0.120852, -0.855504, 0.503495)","(-0.284649, -0.790338, -0.542532)","(0.299192, -0.768881, -0.565072)"
7.072291,"(0.030884, -0.137284, -0.012404)","(0.197529, 0.945584, 0.258559)","(-0.261328, -0.81815, 0.512189)","(0.419454, -0.807747, -0.41425)","(0.406059, 0.628539, 0.663366)","(-0.203859, -0.097852, 0.974098)","(-0.008615, -0.850217, 0.526362)","(-0.140216, -0.861414, 0.488165)","(-0.27126, -0.78976, -0.55018)","(0.271307, -0.789878, -0.549986)"
7.105405,"(0.048683, -0.123031, -0.012058)","(0.193104, 0.946498, 0.258558)","(-0.167098, -0.797148, 0.580201)","(0.3699, -0.737793, -0.564654)","(0.464875, 0.631822, 0.620235)","(-0.002523, -0.279361, 0.960183)","(-0.036032, -0.853302, 0.52017)","(-0.150056, -0.87473, 0.460794)","(-0.22515, -0.798375, -0.558485)","(0.239188, -0.819086, -0.521428)"
7.138234,"(0.066049, -0.104438, -0.01153)","(0.186514, 0.948218, 0.25709)","(-0.081634, -0.774034, 0.62786)","(0.325493, -0.668886, -0.668316)","(0.534754, 0.604444, 0.590496)","(0.194516, -0.449704, 0.871739)","(-0.06982, -0.85838, 0.50824)","(-0.150092, -0.893609, 0.423008)","(-0.160782, -0.815262, -0.556325)","(0.202456, -0.852629, -0.481701)"
7.171671,"(0.082574, -0.085297, -0.010609)","(0.177735, 0.950753, 0.253928)","(0.000651, -0.74453, 0.667589)","(0.289946, -0.609213, -0.7381)","(0.604289, 0.571591, 0.555085)","(0.377795, -0.557008, 0.739603)","(-0.106098, -0.862706, 0.494451)","(-0.14386, -0.914253, 0.378744)","(-0.0896, -0.834656, -0.543435)","(0.162408, -0.885245, -0.43585)"
7.20437,"(0.097144, -0.070607, -0.009738)","(0.167534, 0.953857, 0.249177)","(0.077415, -0.707539, 0.702422)","(0.266107, -0.554798, -0.788281)","(0.662442, 0.550259, 0.508317)","(0.530874, -0.587838, 0.610426)","(-0.137522, -0.861634, 0.488544)","(-0.135762, -0.930796, 0.339392)","(-0.018622, -0.85091, -0.524981)","(0.125136, -0.910109, -0.395022)"
7.239048,"(0.110834, -0.061101, -0.008335)","(0.15516, 0.95773, 0.242237)","(0.159046, -0.661906, 0.732519)","(0.251115, -0.495932, -0.83126)","(0.710334, 0.542599, 0.448343)","(0.665849, -0.558375, 0.494836)","(-0.164412, -0.855251, 0.491442)","(-0.129106, -0.942363, 0.308682)","(0.061969, -0.860711, -0.505308)","(0.090851, -0.926685, -0.364692)"
7.271549,"(0.123721, -0.058192, -0.006554)","(0.140266, 0.962456, 0.232387)","(0.241667, -0.600279, 0.762405)","(0.247835, -0.43382, -0.866243)","(0.748384, 0.548017, 0.373631)","(0.778305, -0.48171, 0.402737)","(-0.192639, -0.842367, 0.503297)","(-0.124042, -0.947269, 0.295457)","(0.136408, -0.859703, -0.492244)","(0.067329, -0.933081, -0.353307)"
7.303872,"(0.134744, -0.062146, -0.00434)","(0.12393, 0.967651, 0.219757)","(0.32642, -0.533445, 0.780312)","(0.260155, -0.377633, -0.888658)","(0.771729, 0.561585, 0.298422)","(0.855721, -0.385706, 0.344925)","(-0.231302, -0.819705, 0.524007)","(-0.115607, -0.945072, 0.305736)","(0.198545, -0.851321, -0.485626)","(0.055373, -0.928527, -0.367113)"
7.337506,"(0.144146, -0.072405, -0.001594)","(0.106076, 0.97328, 0.203654)","(0.41153, -0.456904, 0.788594)","(0.287185, -0.328794, -0.899677)","(0.785515, 0.576851, 0.224072)","(0.902513, -0.287649, 0.320513)","(-0.282092, -0.78817, 0.547003)","(-0.098916, -0.937033, 0.33494)","(0.265908, -0.83769, -0.477041)","(0.04256, -0.913104, -0.405498)"
7.371037,"(0.152111, -0.087985, 0.001835)","(0.086346, 0.979362, 0.18274)","(0.498931, -0.368885, 0.784214)","(0.328089, -0.28955, -0.899177)","(0.792434, 0.590443, 0.153055)","(0.924851, -0.195986, 0.325945)","(-0.34278, -0.749949, 0.565755)","(-0.06587, -0.925138, 0.373874)","(0.341042, -0.819292, -0.460925)","(0.018199, -0.887442, -0.460561)"
7.404917,"(0.158603, -0.106567, 0.005959)","(0.064511, 0.985785, 0.155137)","(0.584386, -0.275477, 0.763286)","(0.381221, -0.257537, -0.887888)","(0.795897, 0.60019, 0.079494)","(0.931465, -0.103812, 0.348706)","(-0.407939, -0.707797, 0.576723)","(-0.010178, -0.912164, 0.409698)","(0.416123, -0.799334, -0.433483)","(-0.027773, -0.854469, -0.51876)"
7.438225,"(0.163301, -0.123497, 0.010017)","(0.041611, 0.991884, 0.120143)","(0.659811, -0.194339, 0.725867)","(0.438529, -0.24028, -0.866001)","(0.797901, 0.60278, 0.003256)","(0.926069, -0.016706, 0.376985)","(-0.465467, -0.668166, 0.580427)","(0.058821, -0.902032, 0.427643)","(0.477837, -0.783887, -0.396475)","(-0.0885, -0.821949, -0.562644)"
7.471552,"(0.166166, -0.135092, 0.012857)","(0.019012, 0.996718, 0.078695)","(0.720762, -0.140145, 0.678868)","(0.491896, -0.246513, -0.835027)","(0.802412, 0.592696, -0.069625)","(0.912283, 0.052565, 0.406174)","(-0.506326, -0.636661, 0.581633)","(0.120955, -0.896018, 0.427225)","(0.518053, -0.776628, -0.358428)","(-0.141396, -0.798009, -0.585823)"
7.504258,"(0.16748, -0.140884, 0.014188)","(-0.004666, 0.999537, 0.030069)","(0.773038, -0.112877, 0.624237)","(0.543755, -0.274446, -0.793101)","(0.810207, 0.569802, -0.137443)","(0.891521, 0.10676, 0.44022)","(-0.532399, -0.610657, 0.586216)","(0.166943, -0.89381, 0.416213)","(0.541968, -0.779745, -0.313479)","(-0.171737, -0.783987, -0.596549)"
7.539102,"(0.167128, -0.14014, 0.01402)","(-0.028409, 0.999515, -0.012792)","(0.815996, -0.114638, 0.566576)","(0.587393, -0.323219, -0.741956)","(0.823496, 0.534366, -0.190546)","(0.868223, 0.135814, 0.477225)","(-0.527675, -0.619348, 0.58135)","(0.186642, -0.892151, 0.411378)","(0.532432, -0.774807, -0.340868)","(-0.191245, -0.787248, -0.58623)"
7.570342,"(0.164957, -0.132627, 0.012195)","(-0.052517, 0.997987, -0.035541)","(0.84971, -0.140912, 0.508071)","(0.619743, -0.392231, -0.679761)","(0.844903, 0.487125, -0.221015)","(0.845893, 0.131349, 0.516926)","(-0.496338, -0.654093, 0.570799)","(0.184185, -0.893461, 0.409638)","(0.491652, -0.768583, -0.409338)","(-0.194293, -0.805108, -0.560402)"
7.605386,"(0.160707, -0.118523, 0.008716)","(-0.0766, 0.996525, -0.032718)","(0.877796, -0.1946, 0.437727)","(0.641879, -0.470264, -0.605675)","(0.875673, 0.427468, -0.224649)","(0.824565, 0.09024, 0.558525)","(-0.446594, -0.696524, 0.561612)","(0.163351, -0.900493, 0.403024)","(0.421086, -0.773298, -0.474023)","(-0.171329, -0.833159, -0.525826)"
7.637225,"(0.154675, -0.101029, 0.0046)","(-0.098964, 0.99508, -0.004777)","(0.887414, -0.255908, 0.383416)","(0.65363, -0.543835, -0.526319)","(0.910881, 0.360276, -0.201238)","(0.803328, 0.021213, 0.595159)","(-0.385216, -0.740852, 0.550224)","(0.131348, -0.91148, 0.389811)","(0.32515, -0.786806, -0.524608)","(-0.132234, -0.865324, -0.483454)"
7.671602,"(0.146777, -0.083296, 0.000708)","(-0.120013, 0.99198, 0.039657)","(0.872092, -0.324291, 0.366459)","(0.659885, -0.604794, -0.445843)","(0.94432, 0.290123, -0.155207)","(0.775153, -0.06572, 0.628346)","(-0.318991, -0.783997, 0.532535)","(0.098387, -0.92391, 0.369744)","(0.215652, -0.80478, -0.553013)","(-0.088971, -0.896091, -0.434862)"
7.705267,"(0.136975, -0.068809, -0.002592)","(-0.139614, 0.986502, 0.085569)","(0.831576, -0.393002, 0.392468)","(0.668061, -0.64655, -0.368331)","(0.970402, 0.224607, -0.088726)","(0.733284, -0.156278, 0.661719)","(-0.257874, -0.822838, 0.506398)","(0.072536, -0.93426, 0.349138)","(0.102728, -0.821587, -0.560751)","(-0.049926, -0.920054, -0.388597)"
7.738384,"(0.126211, -0.060542, -0.00511)","(-0.156341, 0.980133, 0.122054)","(0.771778, -0.45272, 0.446547)","(0.681354, -0.66738, -0.3006)","(0.984607, 0.174074, -0.015757)","(0.681273, -0.228966, 0.695299)","(-0.213122, -0.854831, 0.473121)","(0.058186, -0.939135, 0.338585)","(0.001663, -0.830986, -0.556292)","(-0.019865, -0.933206, -0.358792)"
7.771417,"(0.112749, -0.058264, -0.007189)","(-0.172831, 0.972811, 0.15417)","(0.678097, -0.517207, 0.52219)","(0.70133, -0.674194, -0.231513)","(0.988228, 0.139204, 0.063467)","(0.614771, -0.281913, 0.736601)","(-0.175629, -0.88123, 0.438848)","(0.050713, -0.937291, 0.344838)","(-0.080812, -0.832119, -0.548678)","(0.005513, -0.937938, -0.34676)"
7.804941,"(0.098523, -0.063119, -0.009021)","(-0.186598, 0.966131, 0.178249)","(0.556259, -0.583866, 0.591334)","(0.722236, -0.67014, -0.171135)","(0.98302, 0.135476, 0.123762)","(0.548325, -0.295981, 0.782135)","(-0.138612, -0.893012, 0.428155)","(0.041867, -0.927301, 0.371968)","(-0.129993, -0.825827, -0.548737)","(0.029679, -0.934112, -0.355743)"
7.838428,"(0.083468, -0.074316, -0.010036)","(-0.19823, 0.960158, 0.196983)","(0.40263, -0.655616, 0.638793)","(0.742648, -0.65936, -0.117127)","(0.973078, 0.163079, 0.162865)","(0.483186, -0.27046, 0.832696)","(-0.096569, -0.896969, 0.431417)","(0.025909, -0.910583, 0.412513)","(-0.17117, -0.811442, -0.558805)","(0.06168, -0.921232, -0.384093)"
7.871672,"(0.066783, -0.091774, -0.011275)","(-0.208324, 0.954729, 0.212353)","(0.210433, -0.733371, 0.64644)","(0.762967, -0.643268, -0.063933)","(0.956283, 0.218255, 0.194649)","(0.414754, -0.204744, 0.8866)","(-0.048813, -0.895017, 0.443353)","(0.002539, -0.887204, 0.46137)","(-0.212826, -0.789701, -0.575394)","(0.106902, -0.898844, -0.425031)"
7.904817,"(0.050805, -0.110207, -0.011893)","(-0.215755, 0.950536, 0.223452)","(0.016721, -0.799968, 0.59981)","(0.774178, -0.632941, -0.005802)","(0.927733, 0.27568, 0.251618)","(0.341534, -0.107347, 0.933719)","(-0.004831, -0.890072, 0.455794)","(-0.022093, -0.8647, 0.501803)","(-0.24867, -0.768034, -0.590159)","(0.15371, -0.872869, -0.463113)"
7.93833,"(0.033858, -0.127978, -0.012391)","(-0.221502, 0.947079, 0.232332)","(-0.183301, -0.86267, 0.471382)","(0.766865, -0.637996, 0.069851)","(0.872454, 0.325004, 0.364961)","(0.256664, 0.029232, 0.966059)","(0.036166, -0.884415, 0.465298)","(-0.04318, -0.84459, 0.53367)","(-0.278545, -0.750279, -0.599579)","(0.19829, -0.845541, -0.495724)"
7.971006,"(0.017593, -0.140341, -0.012685)","(-0.225062, 0.944667, 0.238644)","(-0.352701, -0.898828, 0.260211)","(0.729947, -0.669752, 0.136413)","(0.777544, 0.32783, 0.536613)","(0.178375, 0.191056, 0.965236)","(0.0681, -0.880966, 0.468254)","(-0.051559, -0.831733, 0.552777)","(-0.293979, -0.742842, -0.601467)","(0.232044, -0.824067, -0.516788)"
8.005277,"(0.001983, -0.145635, -0.012843)","(-0.226499, 0.943227, 0.242942)","(-0.468586, -0.883415, -0.002093)","(0.657495, -0.720246, 0.221238)","(0.621717, 0.242285, 0.744826)","(0.11207, 0.35614, 0.927688)","(0.094427, -0.878506, 0.468307)","(-0.043045, -0.82653, 0.561245)","(-0.287796, -0.744903, -0.601908)","(0.259504, -0.80994, -0.52598)"
8.038886,"(-0.01315, -0.144957, -0.012814)","(-0.226221, 0.942604, 0.245604)","(-0.510024, -0.820696, -0.257553)","(0.55865, -0.764975, 0.320505)","(0.399431, 0.087461, 0.912582)","(0.057998, 0.491158, 0.869138)","(0.11486, -0.878339, 0.464034)","(-0.024778, -0.826408, 0.562526)","(-0.267156, -0.755383, -0.598352)","(0.281034, -0.802133, -0.526881)"
8.070915,"(-0.029484, -0.137161, -0.012616)","(-0.223894, 0.942823, 0.246893)","(-0.480315, -0.743129, -0.465893)","(0.445843, -0.793102, 0.414986)","(0.127271, -0.110116, 0.985737)","(-0.010439, 0.575214, 0.817936)","(0.126165, -0.884384, 0.449386)","(-0.010393, -0.82545, 0.56438)","(-0.233323, -0.777437, -0.584082)","(0.283648, -0.797425, -0.532595)"
8.105653,"(-0.045139, -0.123415, -0.012287)","(-0.219679, 0.943845, 0.246775)","(-0.425658, -0.686692, -0.589296)","(0.349678, -0.803696, 0.481455)","(-0.110759, -0.301051, 0.947154)","(-0.10515, 0.598678, 0.794058)","(0.125311, -0.896973, 0.423954)","(-0.00145, -0.82579, 0.563976)","(-0.191776, -0.806592, -0.559134)","(0.266535, -0.799317, -0.538565)"
8.138474,"(-0.062073, -0.104332, -0.01184)","(-0.212994, 0.945799, 0.245151)","(-0.373072, -0.646699, -0.66528)","(0.258648, -0.801833, 0.53867)","(-0.316125, -0.472794, 0.822515)","(-0.235552, 0.585378, 0.775789)","(0.114703, -0.915917, 0.384629)","(0.008791, -0.828271, 0.560259)","(-0.139053, -0.842722, -0.520081)","(0.237141, -0.809536, -0.537043)"
8.171558,"(-0.077596, -0.085979, -0.010985)","(-0.204699, 0.948432, 0.242023)","(-0.336104, -0.612589, -0.715381)","(0.174446, -0.785857, 0.593294)","(-0.462526, -0.568002, 0.680767)","(-0.365209, 0.562306, 0.741913)","(0.100938, -0.935419, 0.338827)","(0.019438, -0.829739, 0.557813)","(-0.087243, -0.875686, -0.474935)","(0.195568, -0.822706, -0.533768)"
8.204772,"(-0.09283, -0.070584, -0.009886)","(-0.19424, 0.951896, 0.23699)","(-0.304837, -0.564495, -0.767086)","(0.082892, -0.752501, 0.653354)","(-0.58379, -0.59488, 0.552547)","(-0.490206, 0.544082, 0.680935)","(0.087767, -0.952776, 0.290716)","(0.032922, -0.824901, 0.564318)","(-0.037322, -0.903145, -0.427712)","(0.139902, -0.836731, -0.529442)"
8.23848,"(-0.107645, -0.060794, -0.008452)","(-0.181326, 0.95627, 0.229499)","(-0.274131, -0.497165, -0.823213)","(-0.023049, -0.701117, 0.712673)","(-0.694825, -0.558525, 0.453066)","(-0.599735, 0.53619, 0.593985)","(0.078983, -0.965114, 0.249634)","(0.053381, -0.810486, 0.583321)","(0.00775, -0.921404, -0.388529)","(0.07226, -0.848526, -0.524197)"
8.270155,"(-0.120498, -0.058196, -0.006738)","(-0.167233, 0.961077, 0.219919)","(-0.251674, -0.427568, -0.868243)","(-0.130407, -0.635314, 0.761164)","(-0.786868, -0.480039, 0.387815)","(-0.681106, 0.538816, 0.495753)","(0.070992, -0.970501, 0.23041)","(0.08274, -0.792978, 0.603607)","(0.036111, -0.926933, -0.373485)","(0.007244, -0.853139, -0.521633)"
8.304914,"(-0.132079, -0.062028, -0.004544)","(-0.15128, 0.966499, 0.20735)","(-0.246805, -0.364102, -0.898063)","(-0.24813, -0.559842, 0.790575)","(-0.858386, -0.378313, 0.346487)","(-0.739159, 0.547467, 0.39233)","(0.052226, -0.970007, 0.237402)","(0.128378, -0.772313, 0.622135)","(0.055805, -0.920645, -0.386391)","(-0.06519, -0.850878, -0.521303)"
8.338293,"(-0.142778, -0.072985, -0.001607)","(-0.132451, 0.972802, 0.190032)","(-0.2699, -0.309996, -0.911623)","(-0.377091, -0.467922, 0.799282)","(-0.90561, -0.267219, 0.329339)","(-0.780728, 0.558719, 0.279816)","(0.013841, -0.963891, 0.265937)","(0.199913, -0.743099, 0.638622)","(0.088808, -0.900928, -0.424786)","(-0.162292, -0.841034, -0.516065)"
8.37074,"(-0.151251, -0.088639, 0.001857)","(-0.112893, 0.979154, 0.168856)","(-0.315184, -0.273035, -0.908907)","(-0.500831, -0.371219, 0.781898)","(-0.924867, -0.175033, 0.337617)","(-0.803598, 0.568439, 0.176371)","(-0.04627, -0.954873, 0.293389)","(0.285876, -0.710451, 0.643067)","(0.145626, -0.87141, -0.468442)","(-0.272796, -0.82457, -0.495647)"
8.404897,"(-0.15798, -0.106602, 0.005882)","(-0.091882, 0.98561, 0.141884)","(-0.370915, -0.244425, -0.895923)","(-0.615315, -0.268061, 0.741303)","(-0.928791, -0.087809, 0.360053)","(-0.817508, 0.568675, 0.091047)","(-0.128377, -0.94479, 0.301482)","(0.374614, -0.678791, 0.631591)","(0.225817, -0.83637, -0.499491)","(-0.382723, -0.802597, -0.457561)"
8.43719,"(-0.162939, -0.123199, 0.009889)","(-0.069571, 0.991763, 0.107547)","(-0.427776, -0.230044, -0.874121)","(-0.710681, -0.170849, 0.682454)","(-0.921635, -0.005491, 0.388019)","(-0.830292, 0.556589, 0.028716)","(-0.21489, -0.9347, 0.283122)","(0.450081, -0.650925, 0.611329)","(0.310059, -0.804012, -0.507375)","(-0.47285, -0.781565, -0.406901)"
8.472317,"(-0.166172, -0.135531, 0.012929)","(-0.04549, 0.996969, 0.063114)","(-0.484641, -0.237485, -0.841857)","(-0.78468, -0.096162, 0.612398)","(-0.904248, 0.068241, 0.42152)","(-0.847028, 0.53119, -0.01952)","(-0.285655, -0.925229, 0.249707)","(0.503045, -0.628825, 0.592895)","(0.375272, -0.781103, -0.499048)","(-0.537269, -0.766804, -0.351217)"
8.505686,"(-0.167467, -0.140905, 0.014185)","(-0.022744, 0.999607, 0.01638)","(-0.529124, -0.270883, -0.804145)","(-0.832703, -0.059751, 0.550486)","(-0.882313, 0.116219, 0.456088)","(-0.863681, 0.500717, -0.057782)","(-0.32506, -0.918601, 0.224742)","(0.52815, -0.614814, 0.585715)","(0.402247, -0.772125, -0.491956)","(-0.575077, -0.762458, -0.296554)"
8.538653,"(-0.167176, -0.140118, 0.014026)","(0.000843, 0.999671, -0.02562)","(-0.564858, -0.326461, -0.757864)","(-0.866285, -0.057662, 0.496212)","(-0.856247, 0.142224, 0.496602)","(-0.879551, 0.465724, -0.09743)","(-0.333146, -0.916498, 0.221462)","(0.524608, -0.62698, 0.575919)","(0.407976, -0.776497, -0.480218)","(-0.571681, -0.755319, -0.320428)"
8.571302,"(-0.165159, -0.132426, 0.01219)","(0.025399, 0.998539, -0.047698)","(-0.588704, -0.40226, -0.701153)","(-0.887664, -0.092342, 0.451138)","(-0.827865, 0.137381, 0.543844)","(-0.892133, 0.429312, -0.140675)","(-0.311433, -0.920069, 0.23766)","(0.495661, -0.658423, 0.566392)","(0.38662, -0.793721, -0.469608)","(-0.527659, -0.753634, -0.391933)"
8.605063,"(-0.161439, -0.11856, 0.008784)","(0.049071, 0.997853, -0.043369)","(-0.597845, -0.486785, -0.636884)","(-0.897922, -0.16202, 0.40925)","(-0.79929, 0.094936, 0.593399)","(-0.899049, 0.397062, -0.184534)","(-0.264759, -0.928374, 0.260815)","(0.445664, -0.69548, 0.563641)","(0.333791, -0.821059, -0.463084)","(-0.451895, -0.764067, -0.460427)"
8.638387,"(-0.156109, -0.101098, 0.00472)","(0.071487, 0.997359, -0.012863)","(-0.595919, -0.567396, -0.56828)","(-0.887689, -0.256937, 0.382089)","(-0.766497, 0.022085, 0.641868)","(-0.903488, 0.371136, -0.214404)","(-0.201126, -0.939239, 0.278169)","(0.377839, -0.736696, 0.560818)","(0.260012, -0.854455, -0.449778)","(-0.344865, -0.781793, -0.519488)"
8.672171,"(-0.149374, -0.083899, 0.000973)","(0.092012, 0.995195, 0.033464)","(-0.588756, -0.633223, -0.502389)","(-0.844273, -0.363572, 0.393725)","(-0.722204, -0.067763, 0.688353)","(-0.911917, 0.349719, -0.214717)","(-0.138186, -0.94989, 0.280382)","(0.304535, -0.778493, 0.548823)","(0.184497, -0.886961, -0.423393)","(-0.21789, -0.800335, -0.558559)"
8.704084,"(-0.140518, -0.068954, -0.002405)","(0.112259, 0.990104, 0.084209)","(-0.584701, -0.683629, -0.43678)","(-0.75591, -0.477276, 0.448116)","(-0.651942, -0.167499, 0.739538)","(-0.927469, 0.327254, -0.18085)","(-0.085397, -0.958738, 0.271161)","(0.233093, -0.821115, 0.520997)","(0.116288, -0.914977, -0.386386)","(-0.081815, -0.816096, -0.572097)"
8.73937,"(-0.130553, -0.060417, -0.004984)","(0.129731, 0.983662, 0.124815)","(-0.590911, -0.711935, -0.379437)","(-0.632907, -0.569756, 0.524221)","(-0.55917, -0.248869, 0.790818)","(-0.945877, 0.300625, -0.122236)","(-0.055217, -0.962397, 0.265976)","(0.183605, -0.854059, 0.486695)","(0.069028, -0.931351, -0.357521)","(0.032987, -0.827438, -0.560587)"
8.772181,"(-0.119054, -0.058249, -0.007056)","(0.145473, 0.976747, 0.157487)","(-0.605566, -0.726814, -0.324085)","(-0.474883, -0.642882, 0.600989)","(-0.44531, -0.30149, 0.843091)","(-0.962593, 0.267397, -0.043753)","(-0.03954, -0.960199, 0.276506)","(0.151429, -0.876433, 0.457094)","(0.03828, -0.936921, -0.34744)","(0.11941, -0.832167, -0.541517)"
8.805042,"(-0.105824, -0.062934, -0.008727)","(0.15962, 0.969898, 0.183902)","(-0.622468, -0.735537, -0.267429)","(-0.285949, -0.698627, 0.655861)","(-0.317486, -0.310917, 0.895842)","(-0.971579, 0.231656, 0.048689)","(-0.026012, -0.950943, 0.308269)","(0.122067, -0.886283, 0.446768)","(0.013758, -0.931806, -0.362696)","(0.18003, -0.828161, -0.530791)"
8.839244,"(-0.091639, -0.074032, -0.009982)","(0.171385, 0.963828, 0.204113)","(-0.635372, -0.742777, -0.211151)","(-0.090754, -0.7414, 0.664898)","(-0.190074, -0.269333, 0.944104)","(-0.96889, 0.204111, 0.139971)","(-0.009068, -0.935211, 0.353975)","(0.08897, -0.887358, 0.452416)","(-0.015993, -0.916642, -0.39939)","(0.223773, -0.815829, -0.533244)"
8.870649,"(-0.075963, -0.090816, -0.010825)","(0.181382, 0.958404, 0.220367)","(-0.640774, -0.753366, -0.147814)","(0.115732, -0.767009, 0.631113)","(-0.061405, -0.174603, 0.982722)","(-0.954283, 0.183139, 0.23623)","(0.011172, -0.91329, 0.407156)","(0.051022, -0.882863, 0.46685)","(-0.060624, -0.892741, -0.446474)","(0.26143, -0.79672, -0.544878)"
8.904594,"(-0.058771, -0.110561, -0.01178)","(0.189422, 0.953805, 0.233186)","(-0.63521, -0.770227, -0.057086)","(0.300439, -0.788148, 0.537177)","(0.067791, -0.029817, 0.997254)","(-0.919063, 0.169628, 0.355737)","(0.031194, -0.888135, 0.458523)","(0.010359, -0.874246, 0.485373)","(-0.117122, -0.864079, -0.489541)","(0.294482, -0.775631, -0.55828)"
8.9378,"(-0.042123, -0.127303, -0.012187)","(0.194896, 0.950441, 0.242234)","(-0.611043, -0.789605, 0.056126)","(0.431836, -0.808036, 0.400744)","(0.175729, 0.130655, 0.97573)","(-0.855944, 0.163239, 0.490626)","(0.044561, -0.867805, 0.494902)","(-0.025607, -0.866316, 0.49884)","(-0.170356, -0.837958, -0.518465)","(0.317337, -0.760397, -0.566651)"
8.971387,"(-0.02421, -0.139945, -0.01245)","(0.198582, 0.947873, 0.249204)","(-0.557419, -0.812116, 0.172485)","(0.500733, -0.841459, 0.203009)","(0.264112, 0.305076, 0.914972)","(-0.745236, 0.156505, 0.648174)","(0.047837, -0.853353, 0.519135)","(-0.059286, -0.860406, 0.506149)","(-0.219566, -0.815445, -0.535574)","(0.329164, -0.753849, -0.568651)"
9.004297,"(-0.005832, -0.146118, -0.012601)","(0.200257, 0.94622, 0.254097)","(-0.472266, -0.831163, 0.293485)","(0.507771, -0.861427, -0.01059)","(0.322256, 0.463532, 0.825402)","(-0.588296, 0.125189, 0.798896)","(0.037391, -0.847447, 0.529562)","(-0.091408, -0.8561, 0.508663)","(-0.259426, -0.799099, -0.542346)","(0.322222, -0.756215, -0.569485)"
9.037559,"(0.012316, -0.145253, -0.01258)","(0.19993, 0.945478, 0.257099)","(-0.365739, -0.834088, 0.412956)","(0.470311, -0.854732, -0.219639)","(0.358462, 0.575899, 0.734742)","(-0.405564, 0.045849, 0.912916)","(0.015773, -0.8484, 0.529121)","(-0.119302, -0.855365, 0.504101)","(-0.283854, -0.790593, -0.542577)","(0.300861, -0.767815, -0.565635)"
9.071944,"(0.031119, -0.137136, -0.012401)","(0.197485, 0.945591, 0.258567)","(-0.260003, -0.817888, 0.513282)","(0.418789, -0.806921, -0.416527)","(0.406717, 0.628891, 0.662629)","(-0.201233, -0.100033, 0.974422)","(-0.008922, -0.850236, 0.526326)","(-0.140416, -0.861543, 0.487881)","(-0.270807, -0.789797, -0.550349)","(0.270892, -0.790223, -0.549695)"
9.104292,"(0.048936, -0.122786, -0.012052)","(0.193027, 0.946516, 0.258548)","(-0.165839, -0.796837, 0.580989)","(0.369218, -0.736731, -0.566486)","(0.465843, 0.631566, 0.619771)","(0.000357, -0.282064, 0.959396)","(-0.036474, -0.853367, 0.520033)","(-0.150116, -0.87497, 0.460318)","(-0.22432, -0.798567, -0.558544)","(0.238709, -0.819545, -0.520926)"
9.138402,"(0.065292, -0.105318, -0.011559)","(0.186851, 0.948125, 0.257188)","(-0.085291, -0.775124, 0.626026)","(0.32726, -0.671715, -0.664605)","(0.531544, 0.606046, 0.591751)","(0.186019, -0.443061, 0.87698)","(-0.068225, -0.858132, 0.508876)","(-0.150272, -0.892689, 0.424883)","(-0.163896, -0.814399, -0.55668)","(0.204201, -0.851096, -0.48367)"
